Gene,Mean(0.5),Mean(1),Mean(2),Mean(4),Mean(7)
Igf2bp1,0,-9.282430798,0,0,0
Igf2bp2,-10.61003455,0,39.562527047,25.434902998,0
Igf2bp3,0,0,0,0,27.072971989
Igf2r,0,-9.826512699,0,0,0
Igfbp2,0,0,-18.11263758,0,0
Igfbp3,0,-19.75458529,0,-63.06479602,-57.44034376
Igfbp4,0,0,0,16.245201901,0
Igfbp5,-26.05708213,-13.86481986,-23.62971925,-8.852043794,0
Igfbp6,0,0,-27.40820049,-40.66093625,-51.39949722
Igh-VJ558,26.851970733,0,0,-28.24708699,25.876430693
Ighm,0,0,-21.81659906,-24.85737124,5.1371412687
Ighv14-2,0,0,-23.88208144,0,0
Igk,-19.12383134,0,-12.82109657,-14.9086072,0
Igkv9-120,15.862138978,0,0,0,0
Igkv10-95,15.206257678,0,0,0,0
Igkv14-111,0,0,0,0,56.324000843
Iglv1,-16.41842015,0,-16.95946788,-22.61029344,0
Igsf3,0,-5.800519739,-13.31483492,-9.935907377,0
Igsf6,16.24589791,27.266922605,52.774832428,42.772750809,27.976312173
Igsf8,0,0,16.227167053,0,0
Igsf9,0,5.99601846,0,0,0
Igsf10,0,-9.57833217,-31.07716758,-16.39946274,0
Igtp,0,55.703388733,73.985422669,42.585315003,35.553463523
Iigp1,0,63.277969055,89.199005096,62.403192319,43.038853757
Ikbip,-12.47878606,0,-11.96969918,0,0
Ikbke,0,0,33.531144582,19.268994077,22.363059849
Ikbkg,0,6.0526787247,16.053805185,-12.86681778,-19.55008098
Ikzf1,14.108750247,6.025894212,0,0,23.310227669
Ikzf2,0,4.5384268693,0,0,13.314599798
Ikzf3,13.893056807,0,0,0,35.139623602
Ikzf5,7.0989047817,0,0,0,0
Il1a,27.88743531,53.505049555,44.879945274,0,0
Il1b,16.594976368,41.600595949,42.145414537,0,0
Il1f9,0,23.520797261,18.623335093,0,0
Il1r1,0,13.666261656,0,8.2687150384,0
Il1r2,1.16900411,54.576236877,71.432535343,67.331408546,39.988488325
Il1rap,0,15.529397614,0,0,0
Il1rl1,0,0,0,-13.62538805,9.223277692
Il1rn,14.479155807,46.799863977,82.211698396,64.254105326,40.188802644
Il2ra,0,0,21.455789846,19.201713437,50.333005247
Il2rb,0,17.789992117,42.78049517,26.029347691,74.131764381
Il2rg,0,16.985669421,29.648154464,0,25.6476579
Il4i1,0,28.605137639,38.678325425,25.352692426,25.732582269
Il4ra,9.1353233717,13.874745767,17.543997011,0,0
Il5,0,17.997353339,0,0,0
Il6,0,77.238150213,91.773304112,85.612207489,45.70725993
Il7r,0,0,15.793184588,0,0
Il10,0,0,42.928759782,23.413282486,25.418385897
Il10ra,11.417871252,25.703597623,41.372130268,26.153891805,25.953753546
Il10rb,-3.311035037,0,0,0,0
Il11,0,0,33.964872608,50.199714824,19.985378948
Il11ra1,0,0,-13.61934879,-13.82645054,-18.34530392
Il12a,0,0,-19.74304142,-17.88684673,-13.12050931
Il12b,0,34.672272269,62.701615163,32.827585415,32.061655979
Il12rb1,0,21.109861779,60.285695263,27.40450462,67.364988747
Il13ra1,0,32.630229247,41.821212187,32.85221592,0
Il15,0,33.174279245,44.901308921,0,0
Il15ra,9.56524068,32.17191538,43.120925113,0,0
Il16,13.364124275,0,0,-11.94419753,0
Il17d,0,-8.712188539,-17.29753177,-16.38117348,0
Il17ra,25.062071128,0,17.699200698,12.900946364,10.167507206
Il17rd,0,-22.21134449,-27.43886712,-18.22815975,-20.65500583
Il17re,0,-15.76771751,-14.77855614,0,0
Il18bp,0,35.542169459,81.797316762,81.503448404,50.539466157
Il18r1,-11.67689563,0,0,0,0
Il18rap,0,18.179113329,21.467607117,18.060774332,34.092618573
Il20rb,0,11.770415653,13.931392571,0,0
Il21,0,0,0,0,39.239632481
Il21r,0,11.720473499,23.543934145,0,31.351735689
Il24,0,0,0,34.633641051,0
Il27,-10.61003455,0,0,0,0
Il27ra,0,0,0,0,26.96862793
Il28b,0,0,57.61429183,0,0
Il28ra,0,0,0,0,-11.33537146
Il34,12.23169771,0,0,0,0
Ildr2,0,0,0,30.968051173,16.131284578
Ilf3,-5.58344408,0,0,0,0
Ilkap,13.99384271,9.724570374,0,0,0
Ilvbl,-11.35904112,0,0,0,0
Immp1l,0,0,0,-14.16678334,0
Immp2l,0,0,-15.5172524,0,0
Imp3,0,0,-9.487101717,-9.0950678,0
Impa1,0,5.3223555373,0,0,0
Impa2,0,-10.41306708,0,16.621913277,44.003968474
Impact,0,0,0,0,-8.991650735
Impad1,0,-2.675623899,-24.13129263,17.087584296,11.47567511
Impdh1,0,0.652191478,-21.49587531,0,0
Impg2,0,-2.352444763,0,0,0
Inadl,0,-5.047163805,-19.69575635,-31.23599265,-26.51535361
Incenp,0,-14.52220422,0,32.532404562,64.807910363
Ing1,0,-8.103059715,-12.19175076,0,0
Ing2,0,-15.6703898,-11.81661864,-11.01146899,0
Ing3,0,0,0,-20.07292799,-15.6640204
Ing4,0,-6.890851754,0,0,0
Ing5,-16.17777433,5.1875600107,17.520357433,11.208073316,6.0799616377
Inha,0,-7.646637529,0,0,0
Inhba,0,41.257862133,64.062385953,52.482274229,32.080188182
Inhbb,0,0,21.888021172,0,0
Inmt,0,0,-51.1547104,-36.23370715,-54.22746694
Ino80,11.359041115,12.382424655,9.9697023486,0,0
Ino80c,0,0,15.987220411,17.644571208,14.753059553
Inpp1,0,22.373389829,32.247933972,0,9.2883721253
Inpp4b,0,0,-12.55978083,-32.02875321,0
Inpp5a,0,0,0,0,-8.113996717
Inpp5e,0,-7.522415705,0,0,0
Inpp5f,0,-14.67905464,-10.76424683,0,0
Inpp5k,0,-2.577716405,-10.9336835,-27.38784215,-14.14210943
Inppl1,0,-6.839199531,0,0,0
Insig1,0,-13.26369926,0,-14.490937,-10.50318164
Insl3,20.321606303,7.3316294787,0,0,0
Insl6,0,15.676605187,40.917572922,17.870010521,50.539971602
Insr,0,-1.433508613,-16.94699502,-11.81101512,-19.40483248
Ints2,0,-28.26998715,0,0,0
Ints7,0,0,0,0,14.477262215
Ints8,0,0,0,-9.592336483,0
Ints10,0,0,0,0,-2.460884722
Ints12,0,0,12.933284694,10.262742738,0
Intu,0,0,0,0,-10.09187491
Invs,0,4.383207188,0,0,0
Ip6k1,0,-11.89574356,9.9475596505,1.0793646096,-8.35854886
Ip6k2,0,-10.49837312,0,0,0
Ipcef1,0,4.043348834,0,0,50.770032006
Ipmk,0,-5.261981641,-9.010685291,-8.28992759,-9.889421155
Ipo4,0,0,0,11.380416353,0
Ipo5,0,0,0,17.010898965,0
Ipo7,0,-12.54868526,0,0,0
Ipo8,0,-6.016736941,-6.84994728,0,0
Ipo9,0,0,0,11.819145659,0
Ipo11,0,0,-8.838115804,0,0
Iqca,0,0,-12.22774199,-25.95563713,-26.95530896
Iqcb1,0,0,0,0,-11.63672153
Iqcc,10.902081862,-10.27255687,-11.80433685,0,0
Iqce,0,8.294959408,10.128702482,0,0
Iqgap1,26.929433332,0,0,0,0
Iqgap2,0,14.431596863,20.174671063,0,26.015774791
Iqgap3,0,0,0,54.429216265,71.750904955
Iqsec1,0,0,-15.2320484,-14.91085615,-12.16140156
Iqub,0,0,0,0,-9.504021918
Irak2,0,8.6676589487,13.202073244,0,0
Irak3,0,17.385158913,24.533524841,8.2583286337,0
Irak4,0,0,0,13.913943729,12.830802674
Ireb2,0,6.1246961952,0,0,0
Irf1,0,43.449565167,49.811853031,0,12.626758583
Irf2,3.31252052,26.412266553,22.736569847,0,0
Irf2bpl,-16.11021968,0,0,0,0
Irf3,9.1353233717,0,0,0,0
Irf4,0,0,-14.10129644,0,10.233170499
Irf5,0,0,55.741052226,32.530737624,19.167438307
Irf6,0,-6.956421609,0,-8.512487391,-13.41268061
Irf7,0,63.835221655,92.702805552,87.671968141,68.824959665
Irf8,0,0,23.0842673,13.340970856,11.308146441
Irf9,0,47.85836692,54.804157734,39.938471587,13.408843065
Irg1,32.908693453,49.874641185,87.333088896,76.797577218,65.020804637
Irgm1,0,70.013154227,89.561447764,60.72379142,39.642963409
Irgm2,0,59.3059849,73.371318011,27.958689942,0
Irgq,0,-7.681245024,0,0,0
Irs1,0,-30.30730184,-54.77398459,-36.5300784,-25.82453622
Irx1,15.0578825,20.669762963,0,-14.4527528,0
Irx2,-13.89305681,-2.874567104,-4.992969491,-27.65906827,-25.73168623
Irx5,-8.95518111,0,-9.574798747,-21.72889223,-19.32740701
Isca1,0,-10.68564501,0,-12.30185232,0
Isg15,0,50.755207349,87.077301149,75.910003465,62.977813612
Isg20,0,40.879109767,77.046841474,38.256172862,0
Ism1,0,-7.679258548,8.3091366532,12.577445955,0
Isoc1,0,0,3.2585011403,-2.522063059,-0.498079626
Isoc2b,16.648686085,0,0,0,0
Isy1,0,0,0,0,7.3980926299
Itch,0,0,0,-7.928930107,0
Itfg1,0,-3.055002685,-10.08719738,0,0
Itfg3,0,-11.08715481,-13.39595821,0,0
Itga1,14.082999567,0,-14.49368969,-34.32884666,-20.81934949
Itga3,0,3.6336332467,14.506237534,13.310133845,0
Itga4,26.711158995,17.570768868,12.558441942,5.3776663268,50.058476055
Itga5,0,12.837871747,28.859896509,30.730608461,0
Itga6,0.22879192,0,0,0,0
Itga8,0,-23.29403452,-64.4464523,-36.35277795,-32.71331689
Itga9,0,0,0,-14.64067155,-9.358281986
Itga11,0,-8.537086729,0,-9.660306966,0
Itgae,0,0,-23.5637253,-24.87964188,0
Itgal,28.669324823,0,0,0,27.954406071
Itgam,0,29.15206288,35.064828824,65.394313406,33.917162368
Itgav,0,2.2176330373,2.5695688873,19.255434971,11.64080718
Itgax,0,0,0,0,20.962014777
Itgb1bp1,0,0,0,0,14.47769807
Itgb1bp2,-12.47878606,0,0,0,-15.2912539
Itgb2,9.1353233717,0,12.218559375,14.665193335,26.102913207
Itgb3,0,0,19.206413409,0,0
Itgb3bp,0,1.308763318,0,0,0
Itgb5,-8.95518111,-8.957961305,-20.66301531,0,0
Itgb6,15.206257678,32.877220219,29.709025593,32.664903595,31.804762379
Itgb7,28.892374317,0,0,0,42.700780168
Itgb8,0,6.0152193645,0,9.7009365647,0
Itgbl1,0,0,-10.20474551,0,0
Itih1,0,17.467474339,0,0,0
Itih2,0,-6.314505545,0,0,0
Itih5,0,0,0,-21.26785254,-15.11387712
Itk,0,10.947244315,-2.885268148,-10.9835079,56.134899107
Itm2a,0,-13.43871838,0,0,0
Itm2b,0,1.7495207553,0,0,-13.98238686
Itpa,0,0,0,0,8.0637274953
Itpka,0,8.9981772916,0,0,0
Itpkc,0,17.127585531,16.005960785,0,0
Itpr1,0,7.1287363167,-7.017368024,-18.88258257,-9.606386876
Itpr2,0,-9.548725025,-12.19830127,-18.26762425,-12.02096742
Itpr3,0,0,-8.277763219,0,0
Itsn1,0,0,0,-19.23953687,-19.83118368
Itsn2,23.721087608,-3.127204759,0,-8.299042649,0
Ivd,0,-14.03943415,-19.18953922,-12.06863039,-10.23776214
Ivns1abp,12.23169771,-7.238583757,-22.81069341,-16.47724881,-6.469164945
Iws1,0,0,0,0,7.0582301835
Izumo4,0,-4.343390255,-25.67101071,-27.27244782,-11.96532276
J00623,14.331246703,0,0,0,0
Jag1,0,-0.911160411,-12.18623324,0,-14.15679643
Jak1,0,0,-12.9009922,-20.388958,-17.6063414
Jak2,0,30.510454634,30.718373376,0,13.911394685
Jak3,28.241335292,0,13.461519244,11.523285629,16.60881045
Jakmip1,0,0,0,-5.350296501,32.58563351
Jam2,0,0.8194027513,0,0,0
Jarid2,0,-1.615955905,0,0,0
Jhdm1d,9.5181530217,-8.221276613,0,0,0
Jkamp,-13.53978802,-6.580972481,-9.186772393,0,0
Jmjd1c,27.245302113,0,0,0,0
Jmjd6,-19.31194888,0,0,0,0
Jmjd8,0,0,-10.58409204,0,0
Jmy,0,-6.832511558,-12.30183988,-13.8213007,-10.49529928
Jph1,0,0,0,0,-18.42815098
Jph2,16.160832607,-10.71571392,0,0,0
Jph3,0,26.035851335,40.100204444,0,0
Jph4,-13.55167797,0,0,0,0
Jtb,0,-8.756709813,0,0,0
Jub,-23.85262972,0,0,0,0
Jun,0,0,0,-13.04685188,-18.38930296
Junb,28.736669813,48.120138906,37.293526833,15.500146536,0
Jup,15.862138978,7.739066926,0,0,0
Kalrn,0,7.4752557933,0,0,-13.32778929
Kank1,0,-5.221073095,-10.33549067,0,-8.036464303
Kank2,9.9987201633,-20.99041125,0,-13.72160584,-12.62942216
Kank3,0,0,0,-13.25222111,-27.3236493
Kank4,0,-12.30015653,-15.72322541,-27.86931603,-32.46152289
Kansl1,-27.18634302,0,0,-11.35089208,0
Kansl1l,0,0,0,0,-10.43900546
Kars,0,0,10.922843259,8.7579530537,8.758846838
Kat2b,0,14.34237893,10.587343157,0,0
Katna1,0,19.173378203,25.142213546,0,0
Katnal1,10.03774191,0,0,0,0
Katnb1,0,0,7.7350444293,0,9.239444398
Kazald1,0,-29.59975556,-51.42205615,-29.50735665,0
Kazn,0,8.3451963,16.280332648,16.410816603,2.4525761513
Kbtbd2,0,9.7843370513,10.258122362,0,0
Kbtbd3,-15.08732544,0,-9.725719854,0,0
Kbtbd4,0,0,-11.28772741,0,0
Kbtbd7,0,2.974494684,0,0,-8.85028264
Kbtbd11,0,-11.00800698,0,0,0
Kcmf1,0,0,0,0.7004342829,0
Kcna1,0,0,0,0,-31.32579339
Kcna2,0,-15.74276828,-14.62147431,0,0
Kcna5,0,-14.25868488,0,0,0
Kcna6,0,-16.43985787,-35.45831506,-41.00950789,-46.62439892
Kcnab1,0,0,26.721208271,0,0
Kcnab2,0,0,0,0,44.407868182
Kcnc3,0,0,0,-15.38454941,0
Kcne2,-10.61003455,-28.32529191,-33.91927844,-42.33219559,-32.18111876
Kcne4,0,16.717334259,28.077159888,33.635753862,0
Kcng1,16.435906538,0,0,0,0
Kcnh1,9.56524068,0,0,0,0
Kcnip4,0,-5.117173749,-27.16841062,-33.35681409,-16.99183415
Kcnj8,0,0,0,11.344502352,0
Kcnj10,0,0,0,0,21.121913484
Kcnj15,0,0,0,-12.37802538,-14.26629367
Kcnk1,0,-1.306716457,0,0,0
Kcnk2,0,-6.620968993,-12.62696399,-18.90935539,-24.9743028
Kcnk5,0,10.35291321,13.106283555,0,0
Kcnk7,0,0,-11.10199632,-11.63125579,0
Kcnk13,0,0,0,13.366037765,0
Kcnmb4,-23.28725076,-5.160228037,-10.32782218,0,-12.88435248
Kcnn2,0,0,-20.5246401,-16.07488702,-16.25322444
Kcnn4,0,0,0,0,64.539067188
Kcnq1,0,0,-29.01708825,-14.62395063,-16.00932967
Kcnq1ot1,9.1353233717,0,0,-21.37258944,-15.87216673
Kcnq3,-14.67161981,0,0,0,0
Kcnq5,0,0,0,-13.61487355,-16.07779091
Kcns3,0,0,-25.13561367,-9.850462353,-19.07513425
Kcnt1,0,0,12.629838305,0,0
Kctd1,0,0,0,-10.65449277,0
Kctd2,0,0,-10.33286821,0,0
Kctd3,0,13.792169765,0,0,0
Kctd5,-7.098904782,0,8.4643390973,8.2673142356,12.007287026
Kctd6,0,10.690985084,0,0,0
Kctd7,0,-8.356114781,-9.705433062,0,0
Kctd8,0,-9.2639067,-24.11467659,-38.03137185,-20.04354728
Kctd12b,0,-14.88970832,-24.45393368,-16.8315095,-18.38952484
Kctd14,0,0,0,-13.20061034,-10.89643872
Kctd15,0,0,-8.996501315,0,0
Kctd20,0,-9.686195275,0,0,0
Kdelc1,0,-1.314498839,0,0,0
Kdelc2,0,-7.081572881,-21.24506837,0,0
Kdelr1,0,6.8316794497,0,0,0
Kdelr2,0,0,0,13.276189199,9.7427545739
Kdelr3,0,0,0,15.898934953,25.398215545
Kdm1b,0,-15.37767169,-7.824653431,0,0
Kdm2a,8.09619576,0,0,0,0
Kdm2b,0,10.052694435,0,0,0
Kdm3a,0,0.5278549137,0,-9.746769103,0
Kdm3b,10.610034547,9.1936372867,0,0,0
Kdm5a,0,0,0,-10.53138969,0
Kdm5b,0,0,-12.21298872,0,-8.329128177
Kdm6a,7.0989047817,0,0,-13.17596022,0
Kdm6b,13.611442323,16.801759006,0,0,0
Kdr,0,-26.76244691,-19.99292964,-18.83494114,-33.94506793
Kdsr,0,-2.696679039,-11.10445645,-18.06799524,-19.58760208
Keap1,0,15.112849314,22.628110635,0,0
Khdc3,0,20.647460295,0,0,0
Khdrbs1,-15.0578825,1.977710734,0,0,6.7627117201
Khdrbs3,0,0,0,14.163839057,0
Khk,-26.60513013,0,-9.406954648,-21.78779766,-19.59935382
Khnyn,0,14.402524174,10.995931428,0,0
Kidins220,0,0,-16.35438431,-24.58514381,-25.53980892
Kif1b,0,-19.20481581,-14.45072979,-13.26366908,-12.85263966
Kif1c,0,-19.08641546,-21.72271281,-19.68609587,-9.028984265
Kif2c,0,0,0,38.970369651,82.449638366
Kif3c,0,-19.16333307,0,0,0
Kif4,0,0,0,37.056411578,75.612635536
Kif5a,0,-8.752905327,0,-14.45953474,0
Kif5b,16.241742172,0,0,0,0
Kif5c,0,21.845483843,37.457236838,13.42375357,0
Kif11,0,0,0,39.067123913,84.737237712
Kif13a,0,-3.518651807,-17.07317931,-13.18082758,-19.82109069
Kif14,0,0,0,35.652952995,77.157858617
Kif15,0,6.8093879293,0,40.619796689,79.130746177
Kif16b,0,1.3202111995,-10.72175838,-12.74079628,-8.786772807
Kif18a,0,1.3066093567,0,16.933697756,47.237668487
Kif18b,0,0,0,48.105095757,84.609909045
Kif20a,0,0,0,57.805029773,91.684854605
Kif20b,0,-4.916665788,0,45.868067791,72.500886856
Kif21a,0,6.4240595643,-6.638646377,-12.28167264,-18.18698766
Kif21b,14.561127613,0,0,0,24.120114717
Kif22,0,0,0,50.321088612,90.991237462
Kif23,0,-7.380533569,0,48.180042655,72.881093511
Kif26a,-7.609516157,-17.73953914,-28.8875334,0,-20.12469695
Kif26b,0,-12.18316223,-39.94933964,-25.27399756,-17.96261005
Kif27,0,0,0,0,-13.09657445
Kifap3,0,0,-9.820987994,0,-8.829423546
Kifc1,0,0,0,42.323284434,77.768958089
Kifc2,0,0,-32.90507223,-31.30461396,-22.42411541
Kifc3,15.527275212,0,0,0,0
Kifc5b,0,-10.97583031,0,42.105048049,76.369690531
Kirrel,0,-13.79843034,0,0,0
Kiss1,0,0,0,-14.7714504,-16.08264126
Kit,11.883541295,0.1578376313,-22.41840409,-24.61957028,-23.90512899
Kitl,0,0,-26.20564726,0,-17.07010237
Klc1,-11.18628293,0,0,0,-7.09894422
Klc4,0,-7.998910437,-13.95695502,0,0
Klf2,-26.7009589,0,0,0,0
Klf4,-32.07124678,0,0,0,0
Klf5,0,0,0,-13.7332024,-14.37741754
Klf6,0,22.445045636,21.247107553,0,0
Klf7,0,0,0,-9.909785754,-18.18203704
Klf9,0,5.2843851427,0,-29.64787083,-29.12826093
Klf10,-28.08213554,0,0,0,0
Klf11,0,0,0,0,-19.91915112
Klf12,0,0,-19.86502159,-9.865208496,-15.67539518
Klf13,12.852545318,0,0,0,0
Klf15,0,2.4328308247,-12.68263819,-35.41752353,-49.15650747
Klf16,-8.95518111,0,0,0,0
Klhdc1,0,0,-8.063098857,0,0
Klhdc5,0,-15.09569073,-8.207640599,0,0
Klhdc7a,0,-12.71131969,0,0,0
Klhdc8a,0,0,33.179065981,34.961658104,0
Klhdc8b,9.5181530217,0,-35.95034566,-33.46850192,-13.0295941
Klhdc9,0,0,-9.476219828,0,0
Klhdc10,0,-5.877371833,5.8414015495,16.698359742,16.468612567
Klhl5,12.23169771,0.1533822013,0,0,-8.480527979
Klhl6,0,0,10.79862017,13.083161858,31.850072097
Klhl7,0,-10.01892144,-5.187467784,0,-13.74246299
Klhl8,0,0,-17.44327178,-10.68763337,0
Klhl13,0,-4.549101367,-30.44039433,-18.30312319,0
Klhl15,0,-9.356194673,0,0,0
Klhl17,0,-16.01110247,-18.12191854,-11.01417724,-9.380298599
Klhl18,-7.098904782,-10.33887088,0,0,0
Klhl21,0,-12.44965077,-12.94461278,-14.49670847,-13.81910566
Klhl23,0,8.875402768,-11.67974817,0,0
Klhl24,0,-17.86384236,-41.25428926,-34.43017784,-26.20757724
Klhl25,0,15.086621751,21.102139967,20.859375276,23.770928103
Klhl26,0,0,0,0,-7.123184298
Klhl28,0,-8.362101851,0,0,0
Klhl29,0,0,0,-19.2967981,-29.06824037
Klhl36,0,-4.920196222,0,0,0
Klhl38,0,0,0,0,-7.928521328
Klk1,0,0,55.202274179,31.162794622,0
Klk1b3,0,7.2928158553,37.726175565,15.827862275,0
Klk1b4,0,0,31.512347063,13.655567764,0
Klk1b5,-44.93047137,13.62142235,49.052738939,28.684155513,0
Klk1b8,0,0,21.315484111,0,0
Klk1b11,0,0,18.25853784,0,0
Klk1b27,0,0,26.727016813,21.22284924,0
Klk8,0,0,-20.24400686,-15.06023493,0
Klk10,9.9987201633,0,0,0,0
Klk12,0,0,0,-23.0846965,0
Klra2,0,34.319409479,59.607260145,47.755436876,27.998390415
Klra3,0,0,12.622745724,0,0
Klra7,0,0,16.205284504,21.471856786,0
Klra8,0,0,10.514478056,0,0
Klra9,0,0,12.875052169,0,0
Klra10,0,0,7.9417442569,0,0
Klra12,0,0,0,22.940860605,0
Klra15,0,0,0,21.813714117,0
Klra16,9.5181530217,0,22.522256248,36.526482998,22.097545909
Klra17,11.417871252,13.078334955,33.287655969,24.79928311,0
Klra20,0,0,0,19.463623508,0
Klra22,0,0,0,19.558333462,0
Klra23,0,0,19.456729711,24.453532825,0
Klrb1f,0,9.2840329353,18.793091422,0,14.420640901
Klrc1,0,15.693177057,31.654938181,31.239394826,72.983142072
Klrc2,0,0,0,0,57.120482321
Klrc3,0,0,19.502892036,0,66.172908647
Klrd1,28.100344442,0,0,0,43.573674328
Klre1,0,0,12.524064669,0,0
Klrg1,0,0,0,0,28.253091769
Klrk1,0,26.509917564,60.353430895,38.658395142,58.229944397
Kmo,0,9.5799720847,0,0,0
Kndc1,0,0,0,0,-14.1553307
Kng1,0,0,0,47.171605363,21.829551317
Kntc1,0,-10.84741681,0,43.796540423,75.208968549
Kpna2,0,0,0,23.312901323,43.737401447
Kpna3,0,10.49455247,22.296057731,21.879887279,23.830859499
Kpna4,-16.0651562,12.783047514,15.305799077,0,0
Kpnb1,0,1.8594681028,0,0,11.69285003
Kras,-26.57561965,2.3035626273,0,0,0
Krba1,0,-6.977077077,-11.49779733,-13.65247345,-12.72939424
Krcc1,11.810781827,0,0,0,0
Kremen1,0,0,0,-6.294576553,-8.052385522
Kremen2,0,0,0,0,36.830087905
Krr1,0,0,-10.77316845,-9.675367125,-13.39750121
Krt5,-15.43409948,0,0,0,0
Krt7,0,0,14.958442945,10.961535728,0
Krt8,0,0,20.09091124,33.484595079,0
Krt18,0,0,15.151797593,21.206694225,0
Krt19,8.95518111,0,0,14.400425415,0
Krt23,-10.08353198,-31.68734523,-34.74985314,-37.65637124,-43.6388757
Krt79,0,0,0,0,-40.44236548
Krt83,11.417871252,0,0,0,0
Krt85,0,0,31.6098001,28.523188144,0
Krt86,10.494721155,0,0,0,0
Krtap3-1,-11.44327113,0,0,0,0
Krtap16-3,2.262365705,0,0,0,0
Krtap17-1,0,-36.3250283,-25.98421171,0,0
Ksr1,-12.55984768,0,0,0,0
Ktn1,7.0989047817,0,0,0,-8.963397382
Kynu,0,0,0,0,11.542073871
L2hgdh,-8.09619576,-0.853496507,-8.512339968,0,0
L3hypdh,0,-14.72230692,-18.76162386,0,0
L3mbtl3,0,0,-8.995536102,0,0
Lacc1,0,16.325676621,38.175421539,30.322414059,26.073942958
Lace1,0,0,0,0,-8.734595887
Lactb,3.2743765833,0,0,10.655739047,16.077980163
Lactb2,0,-2.902624074,0,0,0
Lag3,0,10.424674817,57.761190662,27.82020557,53.304167841
Lair1,16.076653483,2.2992020693,47.394486251,68.978280116,51.729566678
Lama1,0,0,0,39.374284859,46.196252956
Lama2,0,0,-19.25324313,0,0
Lama3,10.03774191,0.3285219073,-45.00985446,-30.39916613,0
Lama4,0,-9.687829826,-8.688825249,0,0
Lamb1,-12.23169771,0,0,0,0
Lamb2,0,0,-15.82804129,0,0
Lamb3,-12.04694196,0,0,0,0
Lamc2,14.452036582,0,9.7292839626,19.78398286,21.991673051
Lamp2,-8.572506258,1.7917136973,13.268539572,0,0
Lamp3,-10.90208186,-24.31531091,-33.63654913,-40.51389977,-23.99259931
Lancl1,0,-8.386703473,-7.460365858,0,0
Lancl3,0,0,0,0,35.823628097
Lap3,0,12.157223515,34.301024168,31.756139541,17.093940471
Laptm4b,0,0,0,0,-11.24012635
Laptm5,15.26615006,0,11.783061178,19.859176285,34.501563593
Large,0,3.849886942,0,0,0
Larp1,0,26.164806591,24.241214091,9.9594059225,0
Larp4,-8.746946775,8.4028971673,0,0,0
Larp7,11.676895627,0,0,0,12.841575804
Lars,0,2.0363178973,0,0,0
Lasp1,13.549486037,-1.929778151,12.711805098,14.332160788,11.55622093
Lass2,0,-1.069177902,0,0,0
Lass4,0,0,-13.52126056,-23.50952251,-16.14732375
Lass6,-9.135323372,7.9319389287,26.670944478,15.731882505,0
Lat,0,0,0,0,78.041744151
Lat2,0,0,24.811330732,34.619142829,28.737041068
Lats1,0,8.3154405173,0,0,0
Lats2,0,1.3428678867,0,0,-15.26792445
Lax1,0,0,0,0,40.949033556
Lbh,0,-15.9244097,-19.40944717,0,0
Lbp,0,0,15.777101817,0,0
Lbr,0,0,0,0,9.5996709847
Lbx2,0,0,-8.778109899,-9.178781991,-10.83832762
Lca5,0,-8.763686673,0,0,0
Lcat,0,0,15.279490499,0,0
Lck,0,0,0,0,74.052620679
Lclat1,0,-11.18520534,-21.71716291,0,0
Lcn2,0,0,54.515051052,71.128015742,40.037978302
Lcor,0,0,0,0,-8.173051556
Lcp1,9.9987201633,9.6450228433,0,0,37.063497096
Lcp2,0,20.816643044,44.473576537,34.422978307,43.165296834
Lctl,0,0,0,0,-35.61930157
Ldb1,0,0,-9.94133824,0,0
Ldb2,9.56524068,0,-13.96147368,0,-13.4450157
Ldb3,-24.7244107,0,0,0,-20.27261887
Ldha,0,0,0,0,13.674977258
Ldhal6b,0,-8.779075896,0,0,0
Ldhb,-15.10209013,-13.11077385,-32.04259142,-27.20319247,-24.09256067
Ldhd,0,0,0,0,-13.91211606
Ldlr,0,0,12.26174396,0,0
Ldlrad3,0,2.9355092327,-2.355689823,0,0
Lef1,0,-18.16681858,-12.75413438,-19.96419791,0
Lefty1,0,-12.29262728,-16.85689327,0,0
Lemd3,0,9.3950415693,0,0,0
Lenep,-13.31799101,0,0,0,0
Leng1,-11.8835413,0,0,0,0
Leng8,0,-23.33609609,0,-11.85774329,-8.82082618
Leo1,0,0,14.041929503,14.632220787,17.075903494
Lepr,0,-0.300413155,-12.21528399,-23.43448758,-38.36138519
Lepre1,0,0,0,14.122908126,13.522508007
Leprel1,0,0,-11.44019289,-10.9864099,-10.29854522
Leprel2,0,0,-17.72590886,0,0
Leprel4,0,-8.078303782,-9.605704043,0,0
Leprotl1,13.192960237,8.246696176,19.190557989,15.678014268,32.23291466
Letm2,0,0,-9.701443212,-16.07806114,-13.3405107
Lfng,-1.0825608,0,0,0,0
Lgals1,0,0,0,25.091673663,47.450466406
Lgals3,0,0,28.816101272,34.741919911,13.480634943
Lgals3bp,0,41.151356245,75.526378732,74.074093321,39.487792333
Lgals4,0,0,-7.868142879,-10.21791569,-8.763366756
Lgals7,0,0,-12.03832018,-6.459000398,9.7512585547
Lgals8,0,19.488592465,40.110631221,10.061731666,0
Lgals9,10.03774191,42.865390459,74.866679952,44.822443838,0
Lgals12,0,0,0,-13.48855474,-20.59419236
Lgi2,0,25.609113629,7.1398561179,12.869760031,13.735516355
Lgi3,0,-56.74553467,-55.45431212,-64.08294615,-44.70298375
