Gene,Mean(0.5),Mean(1),Mean(2),Mean(4),Mean(7)
D2Ertd750e,0,0,0,42.592593417,82.596340971
D2hgdh,0,0,0,-9.397216781,0
D2Wsu81e,0,0,0,-11.60591973,-9.234718605
D3Ertd254e,0,-13.41996393,0,0,0
D3Ertd751e,0,-12.11923342,-27.01334248,-17.847125,-16.08751738
D4Bwg0951e,-12.12597432,-19.09233465,-30.89267027,-31.46336448,-24.81453858
D5Ertd579e,-23.69072146,-4.976088671,8.33547367,7.4632579272,1.7191781088
D7Ertd715e,0,0,-14.65745081,-11.4335782,-13.69558807
D10Bwg1070e,0,-8.943710156,-15.18689662,-21.29873338,-16.00028736
D10Bwg1379e,-8.09619576,0,-8.92566741,0,0
D10Jhu81e,0,0,-13.23867198,-11.29426698,0
D14Abb1e,15.511667877,-4.660350173,0,-16.55147839,-12.515039
D14Ertd449e,0,-7.017919189,0,0,0
D14Ertd668e,8.5772709183,49.793422679,93.216259609,72.011204902,49.061610178
D15Ertd621e,0,-9.029172273,-12.59695167,0,0
D16Ertd472e,0,27.402596769,25.054414489,8.9526936881,18.622590175
D16H22S680E,0,11.968161693,0,0,0
D17H6S56E-5,24.337419867,28.09789048,48.705795775,48.334423565,45.738782561
D17Wsu92e,0,4.590492074,19.928087855,0,0
D17Wsu104e,0,0,0,13.569603951,10.787911879
D18Ertd653e,0,0,-9.975833337,-9.337118339,0
D19Bwg1357e,13.551677968,0,0,0,0
D19Ertd737e,21.481395902,-4.061319153,0,0,0
D130020L05Rik,0,0,-8.277645714,0,0
D130043K22Rik,0,0,0,-10.24902649,-16.82612405
D130051D11Rik,0,-8.937973319,-11.25086165,-16.64790314,-11.9752043
D130062J21Rik,0,0,-16.47735571,-18.62778815,-14.94191228
D230002A01Rik,0,-6.472798077,0,-11.01714565,0
D230018H15Rik,0,-9.131270195,-22.0696707,-12.4506802,0
D230025D16Rik,0,0,-12.90216886,-12.80006809,-16.55881881
D330013E07Rik,0,-9.573336128,0,0,0
D330028D13Rik,-10.03774191,-14.70282078,-14.90060685,0,0
D430019H16Rik,0,-26.3662214,-48.90469413,0,0
D430020J02Rik,0,0,0,24.242272448,41.005103302
D430042O09Rik,18.480877512,-5.306761004,0,0,0
D630004D15Rik,0,-30.95886443,-40.45515432,-41.73142233,-34.55767042
D630013G24Rik,-28.10259296,-36.24765259,-41.33867242,-56.32937633,-50.45356492
D630029K05Rik,0,0,0,0,-14.40498061
D630039A03Rik,0,-18.29721489,-14.39436327,-31.88496694,-23.23426313
D630042P16Rik,0,0,0,-9.935466805,0
D630045J12Rik,0,0,-10.23365829,-12.64247268,-14.27718973
D630045M09Rik,0,0,20.151448863,0,8.3568804953
D730039F16Rik,0,-15.31556003,-35.55289215,-20.62751382,0
D830012I24Rik,0,6.3580430381,0,0,0
D830014E11Rik,0,0,-15.3460593,-12.59364537,-11.64820089
D830026I12Rik,0,0,0,-20.59697045,-34.0337396
D830030K20Rik,0,0,9.8888454021,0,0
D830031N03Rik,0,-16.43451561,-21.30806506,0,0
D830050J10Rik,0,6.8353112033,0,0,0
D930015E06Rik,0,0,-8.413127451,0,0
D930016D06Rik,0,0,0,0,3.3607059397
D930017F01,0,0,0,-8.41237877,-17.52305132
D930020B18Rik,0,0,0,-14.71448382,-21.29157131
D930021H04Rik,-8.577270918,0,0,-10.74346565,-10.14679195
D930030O05Rik,0,0,0,0,-9.401732955
D930048N14Rik,0,-21.79476054,-25.25702932,0,0
Daam1,33.506424905,2.1179106264,0,-11.13247656,-10.94908674
Daam2,0,0,-14.45921369,-14.52551698,0
Dab2,0,-7.17990686,8.7822515863,23.397095905,8.7421443432
Dab2ip,0,-11.96631955,-9.188722043,0,-14.74226565
Dach1,0,0,-15.516593,-9.510779683,0
Dact1,0,0,0,0,-7.228962101
Dad1,-10.87136136,0,0,0,0
Daf2,-15.73276947,0,0,0,0
Dag1,7.6095161567,-6.047840964,0,0,0
Dagla,-18.57122642,0,0,0,0
Daglb,-15.92732045,0,0,0,0
Dak,0,0,0,0,10.559278069
Dalrd3,11.443271128,0,0,-9.149398025,0
Dand5,15.976788922,0,0,0,0
Dapk1,0,-7.468076397,0,0,0
Dapk2,0,-7.430734373,0,-13.70130298,0
Dapk3,0,0,12.440205598,0,0
Dapp1,0,22.381199402,28.347212876,20.433133011,19.773763225
Darc,0,36.225030538,58.720778461,65.283727201,41.830820169
Dars,-12.23169771,5.000437102,0,7.5180814423,0
Daxx,0,47.845640946,71.208506305,30.111647217,0
Dazap1,0,0,0,7.6833584489,14.304384967
Dbc1,0,0,0,39.299842387,30.614836759
Dbf4,0,0,0,30.127685697,59.625840157
Dbn1,0,0,0,11.182234859,0
Dbndd1,0,0,-8.342685837,-13.61516368,0
Dbnl,12.863258418,9.2732625247,23.268775636,0,7.1419102965
Dbp,0,0,-60.96313428,-28.87725896,-50.15371146
Dcaf8,0,-15.90258811,-11.03540202,-18.22625766,-10.21252602
Dcaf10,0,8.9706875993,0,0,0
Dcaf11,0,0,0,-9.016456003,0
Dcaf12,0,8.100970798,0,-8.376512926,0
Dcaf12l1,-13.59944732,0,0,0,0
Dcaf12l2,-16.4885899,0,0,0,0
Dcaf15,0,0,0,0,14.887970637
Dcaf17,0,-3.173274174,0,0,0
Dcakd,0,0,8.5471980135,0,0
Dcbld2,0,6.2588678477,0,0,0
Dcdc2a,0,0,-15.38759732,-18.38329659,0
Dcdc5,0,0,0,-15.20540727,-16.09104535
Dchs1,0,0,-15.72713985,0,0
Dck,0,33.75199347,60.629642847,57.617776811,41.529486489
Dclk1,0,24.525232821,6.9474000276,30.884939613,36.286614819
Dclk2,9.56524068,0,0,0,0
Dclre1a,0,-1.669456305,0,0,0
Dclre1c,0,12.941980422,20.852011496,9.1517911239,9.102595384
Dcn,-20.46732254,0,-16.00724264,0,-6.013631201
Dcp1a,0,1.4323508533,0,0,0
Dcp2,0,26.178261018,42.261752235,16.507002064,13.357124666
Dctd,0,0,0,23.514027724,28.989788411
Dctn2,14.082999567,0,0,0,0
Dctn5,9.56524068,0,0,0,0
Dctpp1,0,0,0,14.181079593,38.396808312
Dcun1d2,-12.12597432,0,0,0,0
Dcun1d3,-12.12597432,-2.631822787,7.1902300463,0,0
Dcun1d4,0,-2.079377843,-14.37723525,-11.25707396,-8.330405528
Dcun1d5,12.23169771,-2.392980827,0,2.7137680258,7.0990629081
Dcxr,-24.28982129,-26.46913675,-29.02453549,-28.00154605,-14.78350217
Dda1,7.6095161567,0,16.564847663,16.387924587,0
Ddah1,11.443271128,0,0,0,0
Ddah2,0,0,-21.13692123,0,0
Ddb2,0,-3.379970179,-8.434624684,-11.5949477,0
Ddc,0,0,-37.39326003,-25.35746167,-11.54375901
Ddhd1,0,5.7387042813,10.17009241,0,0
Ddhd2,0,0,-16.98104346,-9.463109182,0
Ddit3,0,0,37.872305678,23.634400129,0
Ddit4l,-9.518153022,-5.843366342,0,0,0
Ddo,0,-6.795781882,-12.42939672,-6.802163675,-14.88547374
Ddost,8.5772709183,0,0,0,0
Ddr2,0,0,-16.89671778,-9.206640898,0
Ddx3x,-10.49472116,-8.914191082,-10.98110495,-9.479628101,-12.05342507
Ddx4,0,29.027939337,69.115305332,0,0
Ddx5,0,0,-17.28694797,-13.33361396,-12.19860184
Ddx10,0,1.5103602563,0,0,0
Ddx11,0,0,0,17.928627734,25.491864483
Ddx17,0,-11.34023387,-10.87211127,-11.24245933,-9.958856665
Ddx18,13.317991008,0,0,0,0
Ddx19a,0,10.798174927,0,0,0
Ddx19b,0,2.400503466,0,0,0
Ddx21,0,11.208978081,19.344368077,17.648651421,18.934856721
Ddx24,0,21.591770923,22.519778019,9.2100256953,0
Ddx25,33.066650797,0,0,0,0
Ddx26b,0,-7.693034995,-19.17400878,-23.65698307,-16.66819669
Ddx27,11.810781827,0,0,0,0
Ddx31,0,0,0,0,6.9664133654
Ddx39,0,0,22.191009159,18.768745049,36.114094116
Ddx46,0,0,0,0,12.199429881
Ddx47,10.03774191,0,0,0,0
Ddx52,0,11.222270883,0,0,0
Ddx58,0,60.042931419,78.152069704,48.148119914,22.701194678
Ddx60,12.478786063,54.554579047,81.487401581,58.640259118,29.455665729
Deb1,-10.08353198,0,-10.92644044,0,0
Decr1,0,-4.935749037,-12.34662884,-7.52735601,-10.47112789
Decr2,10.03774191,-14.50309493,0,0,0
Dedd2,23.38623978,-10.27638213,0,0,0
Def6,21.707638083,0,0,9.6444382983,43.483599169
Defb22,0,21.866001311,0,0,0
Degs2,0,-12.15586716,-11.99709052,-13.96632931,-20.35327602
Dek,37.16974879,0,0,0,13.131795878
Dennd1b,0,16.654001619,13.36181388,0,0
Dennd1c,0,0,0,0,26.550376808
Dennd2d,0,4.4886696767,10.807895873,0,0
Dennd3,-16.17777433,12.426921698,10.08202195,0,-12.01418934
Dennd4a,0,5.5950064599,0,0,0
Dennd4b,0,8.8453503918,0,0,0
Dennd5a,0,0,-7.746967118,0,0
Dennd5b,0,-16.53142819,0,-13.45216319,-17.18467484
Depdc1a,0,0,0,34.909083392,85.783355481
Depdc1b,0,0,0,29.354071864,80.316632015
Deptor,0,0,-23.39439263,-31.56833278,-29.17194585
Dera,0,0,0,16.653132356,38.191488793
Derl2,0,0,0,0.2353782836,1.439742596
Derl3,0,-13.64080621,0,0,0
Des,-7.609516157,0,0,0,0
Desi1,0,0,0,0,15.808816335
Desi2,0,0,0,1.2709803135,7.5693360047
Dexi,0,-10.35025018,-8.053005022,0,0
Dffa,-8.09619576,0,0,0,0
Dfna5,0,0,0,19.400196018,0
Dgat2,-16.21176455,0.888399769,-16.26562917,-30.20241709,-33.88362876
Dgcr2,0,-6.26618227,0,8.7182956763,9.1007997936
Dgcr6,-10.17662551,0,0,0,0
Dgcr8,0,-8.429742492,0,0,0
Dgka,0,0,0,-14.0660051,0
Dgkb,0,0,-24.56772646,-21.23142147,-25.85026958
Dgke,0,0,0,0,-8.802267173
Dgkg,-14.45203658,-15.14836471,-22.84334634,-35.29799164,-52.18223605
Dgkh,0,0,0,0,-13.91985551
Dgkz,9.5181530217,7.707843034,0,0,0
Dguok,0,0,0,0,-9.455050443
Dhcr7,0,-13.83644363,0,0,0
Dhdds,9.1353233717,0,0,0,0
Dhfr,0,0,41.821587141,41.893162095,41.336540353
Dhh,-10.61003455,0,0,0,0
Dhps,7.6095161567,0,0,0,0
Dhrs3,13.317991008,-16.6868745,-19.69076923,-21.62702658,-20.78343415
Dhrs4,-8.577270918,0,0,0,0
Dhrs7,0,0,-10.00424463,-11.67728267,0
Dhrs9,0,12.014117207,12.453799362,0,0
Dhrs11,0,8.07604739,0,0,0
Dhtkd1,0,0,-10.60901101,0,0
Dhx8,0,1.1146524587,0,0,0
Dhx15,12.125974322,0,0,0,0
Dhx33,-8.572506258,0,0,0,0
Dhx34,8.5772709183,0,0,0,0
Dhx36,14.798240785,0,0,0,0
Dhx40,-8.572506258,0,0,0,0
Dhx58,0,57.886347338,92.002862081,74.814626661,46.344847843
Diap2,-10.49472116,0,0,0,0
Diap3,0,0,0,30.244320285,55.128514109
Dido1,7.0989047817,-3.778619589,0,0,0
Dio2,0,23.485073223,56.596880256,46.444041905,0
Dio3,0,0,0,26.535741595,0
Dip2a,0,-0.593909092,0,0,0
Dip2b,0,-6.052858403,-6.251319209,0,0
Dip2c,-21.19953921,0,-9.424990718,-11.1247928,-11.97840498
Dirc2,-8.95518111,-1.19219793,-9.839557858,-17.0984042,-14.53392684
Dis3,0,0,0,11.35154874,11.089262364
Dis3l,-7.098904782,0,0,0,0
Dis3l2,10.610034547,0,0,0,0
Disp1,0,-5.209980098,0,0,0
Disp2,0,0,0,20.010811417,0
Dixdc1,0,-24.18388823,-41.05380885,-40.13623043,-41.51555306
Dlat,-11.18628293,0,0,-7.021036511,-9.368952652
Dlc1,0,-7.324217997,0,0,0
Dlg3,-11.18628293,0,-8.172041207,0,-9.05326185
Dlg5,0,5.9584425793,0,0,0
Dlgap3,14.561127613,0,0,0,0
Dlgap4,-9.998720163,0,7.3703428333,-2.493437785,-8.629979441
Dlgap5,0,0,0,44.152939728,80.296049657
Dlk2,-11.8835413,0,0,0,0
Dll1,-16.00993897,22.043042277,33.840967351,13.794362206,0
Dll4,0,0,-15.55624477,-7.877064486,-23.75160261
Dlst,12.559847675,0,0,0,0
Dmap1,10.610034547,0,0,0,0
Dmbt1,0,0,31.296091086,46.536721456,0
Dmd,0,-17.54614211,-24.2037135,-18.41710372,-22.25089103
Dmpk,0,-7.195279704,-19.13161415,-8.548842358,0
Dmrt2,0,0,0,-10.94391753,0
Dmtf1,0,13.894988301,0,0,0
Dmxl1,0,0,0,-5.852404905,0
Dna2,0,14.146572724,0,0,17.512032813
Dnahc2,0,-13.19795014,-6.988146871,-14.16581196,-20.53962086
Dnahc5,0,-21.37347421,-29.899542,-28.38523732,-30.24324193
Dnahc6,0,-20.27017429,-31.06423263,-36.56336883,-31.47782273
Dnahc7a,0,0,0,0,-9.716238177
Dnahc7c,0,0,0,-28.88212805,-20.29077252
Dnahc8,13.317991008,0,-37.62546101,-22.07711964,0
Dnahc9,0,0,-11.51514923,-13.25352781,-18.68978736
Dnahc10,0,-14.41055736,0,-19.50653685,0
Dnahc11,0,0,0,-12.11897303,-15.63129397
Dnahc12,0,0,0,-11.49426151,-15.87088437
Dnaic1,-36.14477137,0,-12.17560175,-12.45923472,0
Dnaja1,-30.44793851,0,7.7578451839,0,0
Dnaja2,0,9.68672739,0,0,0
Dnaja3,-9.998720163,0,0,0,0
Dnaja4,-7.098904782,-14.74463249,-18.85155739,-13.73056112,-15.44506327
Dnajb1,-31.91599825,0,11.755668892,0,0
Dnajb2,0,0,0,-7.790646974,-12.96511536
Dnajb4,-11.18628293,-12.61406748,0,-7.983921274,-5.958807085
Dnajb5,0,19.884568792,9.9940752104,0,0
Dnajb6,0,7.7910547873,0,0,0
Dnajb8,15.845851557,0,0,0,0
Dnajb9,0,0,13.214426722,0,-11.43765571
Dnajb11,11.359041115,0,18.967305367,10.724764597,8.581711388
Dnajc1,26.883371418,3.8839346487,0,0,0
Dnajc2,0,0,9.1473875642,13.18822161,21.505412003
Dnajc3,0,0,13.589309539,12.853016438,0
Dnajc5,0,0,16.457993339,17.135518903,16.914479243
Dnajc8,9.5181530217,0,0,0,0
Dnajc9,0,-2.352671153,0,0,27.218043562
Dnajc10,-14.23892923,-2.186382765,0,0,0
Dnajc13,0,8.7474376913,13.596930925,0,0
Dnajc15,0,0,0,0,39.557969689
Dnajc17,9.1353233717,0,0,15.501256546,0
Dnajc18,0,0,0,10.706473611,14.78461563
Dnajc21,24.881772763,0,0,0,0
Dnajc28,9.56524068,-24.27388127,-30.81788256,-24.46607605,-22.42545236
Dnalc1,0,-7.322095189,0,0,0
Dnase1l2,0,-6.345846663,0,0,0
Dnase1l3,0,0,62.068055265,0,52.779355081
Dnase2a,0,-9.798548112,-21.82134539,-28.43781734,-11.39598177
Dner,0,0,-10.19387131,0,0
Dnlz,-8.09619576,0,0,0,0
Dnm1,7.0989047817,0,0,0,0
Dnm1l,0,-2.896900388,0,0,9.852463764
Dnm2,14.331246703,0,0,0,0
Dnm3os,0,8.8464201813,19.670732182,33.194729652,0
Dnmbp,0,0,0,0,-10.94582793
Dnmt1,0,0,0,11.503523452,34.812658277
Dnmt3a,0,0,12.160723174,6.9203572602,23.876116564
Dnmt3l,0,0,14.574002103,30.655856482,20.658896489
Dock1,0,0,-12.58867757,0,0
Dock2,0,0,12.937117163,0,33.11432577
Dock4,18.286356398,-18.89986054,-15.71794258,-24.07746538,-20.27857834
Dock5,-8.09619576,0,6.9188838058,9.7553534767,9.6445755481
Dock6,12.23169771,-10.14154779,-13.00529667,-14.61983807,-24.82315188
Dock7,0,0.4513782433,-13.62605644,0,0
Dock8,-8.572506258,0.6445885013,0,-1.001577347,0
Dock9,11.810781827,5.1409883153,-13.88102209,-19.93197099,-35.45083604
Dock10,0,-1.175157792,0,0,0
Dock11,0,1.565807614,0,2.0810861642,21.315106665
Dohh,-9.518153022,0,0,-15.23357043,-14.27472454
Dok1,13.192960237,8.2183217727,25.450019645,12.30697203,13.790353095
Dok2,0,0,0,16.556517862,46.694655343
Dok3,12.23169771,0,0,0,0
Dok7,-13.59944732,0,11.484052516,0,0
Donson,0,0,0,13.418749948,20.006432552
Dopey1,0,-4.530868344,-12.99659253,-14.19696858,-15.60355086
Dopey2,0,-1.950640767,0,-10.16880046,-12.1803605
Dos,0,-7.655954965,0,0,-9.326659196
Dot1l,-13.61144232,-7.936338782,0,0,0
Dpagt1,2.0375282883,-9.934710513,0,0,0
Dpep2,0,0,20.118496972,30.751820151,0
Dph1,0,0,0,8.8145446932,7.9620617427
Dph3,0,0,0,-1.331935335,-1.868377754
Dph5,0,0,10.05564845,0,0
Dpm1,0,0,0,-7.632136887,-10.99093914
Dpp3,0,0,0,0,10.651616442
Dpp4,0,-5.232524727,-20.6288677,-31.87307564,-17.55562623
Dpp6,0,0,0,-22.42551259,-24.33189023
Dpp7,9.56524068,-11.44029003,0,0,0
Dpp8,0,0,-23.12355104,-13.73128037,-11.20455482
Dppa3,0,0,0,40.311946205,45.86439269
Dppa5a,0,0,0,-23.32344569,-16.3190621
Dpt,0,0,-21.31127845,-11.38013242,0
Dpy19l1,0,10.549998764,14.361161055,14.371905931,22.808669391
Dpy19l3,0,0,0,6.7802180896,10.022803665
Dpy30,-10.61003455,0,-9.941012653,0,0
Dpyd,0,-0.047601271,0,0,-14.62916267
Dpysl2,-10.49472116,-16.03111146,-31.94635762,-19.79682924,-12.98509805
Dpysl3,0,0,-12.95205612,0,0
Dr1,0,11.897852347,16.57945712,0,11.036084324
Dram1,0,-15.29813513,-13.51473463,-21.47157387,-12.61538977
Dram2,0,7.7491921953,0,0,0
Drd3,8.5772709183,-24.58482851,0,0,0
Drosha,-10.61003455,0,-7.799124653,0,0
Drr1,0,0,0,0,11.305813312
Dscc1,0,-7.467783982,0,49.344309199,75.873437361
Dse,0,17.857665025,12.531819174,11.043451639,10.148810121
Dsel,0,-12.54481769,-13.0142396,0,0
Dsg2,0,-1.086733069,0,-11.83873776,-17.4895966
Dsn1,0,0,0,18.636743143,48.477006903
Dsp,0,-4.203672702,-13.77520878,-14.60538067,-15.23295033
Dst,0,5.1329160887,1.7118400349,-18.31552603,-17.88009378
Dstn,0,-8.471550933,-8.909104847,0,-13.54412365
Dstyk,0,1.5419591073,-15.15898268,-7.055016446,-9.18715773
Dtd1,0,0,-9.095585051,0,0
Dtl,0,-18.46507671,0,61.169025023,83.091638045
Dtna,0,0,0,-10.32978605,-16.65391491
Dtnbp1,22.088231208,0,4.10646329,0,0
Dtwd1,0,6.7329279647,0,0,0
Dtx1,10.902081862,0,0,0,24.142038481
Dtx2,0,0,10.500420476,0,0
Dtx3,10.03774191,9.2739291687,0,0,0
Dtx4,0,9.1922021637,13.321042601,27.487877556,14.588693001
Dtymk,0,-7.50340639,0,14.475599376,21.859821009
Duoxa2,0,11.833220549,0,0,0
Dus1l,0,0,0,-60.18886412,0
Dusp1,0,0,0,0,-22.60444817
Dusp2,0,38.780821319,53.554625386,31.594678072,53.521902507
Dusp4,0,6.6350056147,0,-9.537471038,0
Dusp7,12.373081393,0,0,0,0
Dusp8,-14.82667616,32.533454543,17.593298975,0,0
Dusp10,-8.577270918,0,10.398234952,10.769334618,18.443891351
Dusp11,-10.61003455,1.6225824747,8.8848157563,0,10.538797738
Dusp12,0,-0.19411676,0,-9.792483276,0
Dusp14,-14.69901135,0,0,0,0
Dusp16,0,7.6528738893,7.3795240761,0,-7.192188182
Dusp18,-15.97678892,-2.561376262,0,0,0
Dusp19,0,0,0,4.2537660032,10.811306455
Dusp26,-22.22755026,0,-23.32090793,-28.0470251,-27.58378761
Dusp28,-8.09619576,15.637553311,42.276610855,0,0
Dut,-10.49472116,-6.270800801,0,18.987256989,52.537177965
Dvl1,14.238929233,0,0,0,-12.74519556
DXBay18,0,-8.21636235,-12.82268344,-15.62867083,-20.89690899
Dydc2,-10.03774191,0,0,0,0
Dym,0,-6.215123721,0,0,0
Dync1h1,-10.61003455,-10.03750046,0,0,0
Dync1i2,-10.87136136,-5.752943676,0,0,0
Dync1li2,0,-8.222904096,-18.4218547,-16.08092508,-12.06791795
Dync2h1,-23.83782718,1.378058056,-20.19527168,-24.52859968,-11.84233165
Dync2li1,0,2.2480632173,0,0,0
Dynll1,0,-7.835558537,0,0,0
Dynll2,0,-9.583373646,-12.29810577,-4.967966344,9.0071320101
Dynlrb2,0,0,-24.83735709,-15.38154034,-15.89418588
Dynlt1b,0,0,-14.70011419,-19.96147661,-9.410504363
Dynlt3,0,-5.697520195,-13.29638179,0,0
Dyrk1b,0,-11.12301395,-7.719171066,0,0
Dyrk3,0,9.9565407948,0,0,0
Dysf,6.1427334733,0,0,0,0
Dyx1c1,0,0.6620598029,0,0,0
Dzip1,0,0,-7.893083052,0,0
Dzip1l,-13.10334345,1.373968528,-6.759462457,0,0
Dzip3,0,-5.277622146,0,0,0
E030010N08Rik,-31.24286801,-3.358886422,-14.38506061,0,0
E030046B03Rik,0,0,-10.28342381,-30.1136305,-29.76923606
E2f1,0,-6.938779138,0,24.577425976,39.425187146
E2f2,0,0,-9.626941945,0,12.099046961
E2f3,0,2.6338118473,11.28915035,21.639101132,33.298669868
E2f4,-15.70075615,0,0,0,0
E2f5,0,-0.178644441,0,0,0
E2f7,0,0,0,51.163995832,72.188096495
E2f8,0,0,0,47.400831618,77.432305286
E130012A19Rik,0,-6.274053814,0,0,-13.02616243
E130102H24Rik,0,0,9.814586746,-10.58910902,-16.94953519
E130104P22Rik,0,0.2784849713,-13.27152486,-11.7383816,0
E130112N10Rik,0,0,0,-8.776000538,0
E130114P18Rik,0,0.4504525711,0,0,0
E130120C16Rik,0,0,-21.29051088,-18.52417124,-11.5405583
E130303B06Rik,0,0,0,9.0393667637,13.3984273
E130308A19Rik,0,-10.86745112,-20.78076754,-13.76766587,-12.60482361
E230001N04Rik,0,0,14.093972416,0,0
E230008J23Rik,0,0,-8.414673431,0,0
E230008N13Rik,0,0,0,-12.45861737,-16.71346333
E230008O15Rik,0,-3.766179202,0,-9.873266088,0
E230029C05Rik,0,0,14.313419442,19.839438448,16.245339289
E330009J07Rik,0,-7.504995568,-19.82217126,-11.45700148,-9.357041607
E430014L09Rik,9.5181530217,0,0,-12.40843322,-18.36748079
Eaf2,0,0,0,0,10.458716305
Ear1,-15.86213898,0,0,-20.1185337,-41.49537358
Ear3,-12.66290832,-17.57394262,0,0,-37.84047168
Ear6,-25.44547347,-20.60824373,0,0,-34.65780054
Ear10,-29.4450464,-16.3525976,0,-17.02738345,-37.72463035
Ear11,0,-20.17436638,0,-19.27439541,-41.14815871
Ebf1,0,0,-16.58496021,-20.33818976,-19.81914681
Ebi3,0,0,23.154664402,22.260329381,0
Ebna1bp2,0,0,0,5.1309160077,-4.48871636
Ebpl,0,0,-7.956142082,-10.98538021,0
Ecd,-4.362809898,0,0,0,0
Ece1,0,0,0,-18.03412383,-22.83180682
Ece2,0,22.987302518,38.991297817,21.299758976,0
Echdc2,0,-11.94223389,-32.431369,-22.89117919,-14.61611372
Echdc3,-12.23169771,-14.77630053,-17.13189527,-14.27956356,-18.50395379
Eci3,-11.05817929,0,0,0,0
Ecm1,0,0,0,11.907484867,0
Ecm2,-12.66290832,-6.8262068,-27.13510588,-40.15883243,-25.37960877
Ect2,0,-18.39265305,0,57.463278308,79.496655879
Eda,0,-1.605562986,0,0,0
Eda2r,0,0,0,0,21.7066186
Edar,0,31.779365202,13.704619411,0,0
Edaradd,0,0,-17.78158458,-19.38355806,0
Edc4,-11.41787125,0,0,0,0
Edem1,0,-2.690408229,30.533113316,30.561011626,32.111237996
Edil3,0,-6.790623665,-28.73223357,-14.06347232,-16.54282751
Edn1,0,0,0,0,-19.51361693
Edn3,0,0,-13.47415301,0,0
Ednra,0,-14.98846282,0,0,-9.316146063
Ednrb,10.083531978,0.4702797553,-45.76586677,-38.11929286,-41.37863305
Eea1,-9.135323372,0.913998966,5.2491307695,0,0
Eed,0,-1.182107748,0,13.912097947,0
Eef1a1,13.769097738,0,0,0,0
Eef1e1,0,0,14.333723553,19.965493093,11.260197741
Eef1g,0,0,0,19.908305788,9.2772751551
Eef2,16.314278257,0,0,0,0
Eef2k,7.6095161567,-6.342739003,0,0,-12.5036176
Efcab1,7.6095161567,0.1009806972,-8.197470829,0,0
Efcab2,0,0,0,-11.41599445,-17.8506016
Efcab3,0,0,21.468523184,0,0
Efcab4a,0,-9.631918975,-21.30138167,-18.15593184,-23.55425748
Efcab6,0,0,0,-13.16370432,-15.72870368
Efcab7,0,-0.734054186,0,0,0
Efcab10,-14.56112761,0,-10.71768482,-13.59952966,0
Efcab11,0,0,0,14.522496503,40.745397991
Efemp1,0,0,-26.15358408,0,-24.52490698
Efemp2,0,0,0,17.449587509,10.910457551
Efhb,0,9.0782248987,10.210855228,0,0
Efhd2,0,0,24.462524669,18.112459727,19.558659405
Efna1,0,8.5569085047,-19.51584258,-12.70133463,-22.02994808
Efna5,0,-0.089752245,0,10.644848621,0
Efnb2,0,-0.430754957,-32.5096549,-22.73780141,-31.84135657
Efr3a,0,4.455695067,0,0,0
Efr3b,-12.55984768,0,24.438635343,13.365121852,0
Efs,0,-16.53286872,0,0,0
EG245436,0,0,0,10.113733489,0
EG382448,0,0,11.243347191,19.22427704,0
EG630882,-16.26301855,0,0,0,0
EG667984,8.5725062583,24.921648488,59.258999018,65.416401589,0
Egfbp2,0,0,15.170762111,0,0
Egfl6,0,-7.731798521,-25.26514608,0,0
Egfl7,0,0,0,0,-14.06645987
Egflam,0,-6.829109499,-20.67526587,-13.73323245,-13.42892411
Egfr,0,16.27006741,14.531226857,2.8220003554,-11.37822889
Egln1,0,0,-11.87213615,-15.55326573,-10.87403428
Egln3,0,0,0,0,20.921750583
Egr1,0,47.24417805,42.403352956,0,0
Egr2,0,31.655790598,34.121783914,29.985689469,0
Egr4,0,15.420983612,0,0,0
Ehbp1,0,-9.076321897,0,-8.870841572,-15.03258818
Ehbp1l1,0,0,10.960785345,0,0
Ehd2,0,-13.77217279,0,0,0
Ehd4,0,0,0,-20.32498085,-26.04122022
Ehf,0,23.599595635,0,-13.12372372,-22.98068098
Ehhadh,0,-2.248879457,0,0,0
Ei24,0,1.8365777111,0,0,0
Eid1,0,-8.878754227,-12.96056658,0,0
Eif1a,0,20.630116519,28.916933506,20.887852668,0
Eif1ad,0,0,15.438092991,18.542459257,18.509739588
Eif1ax,0,-0.909856225,-17.99574877,8.4870413126,-0.00085603
Eif2a,0,15.902110304,0,0,0
Eif2ak2,0,51.830642033,70.562605669,55.040447684,25.248807737
Eif2ak3,7.0989047817,0,0,0,0
Eif2ak4,0,0,0,0,-6.592946473
Eif2c1,0,-22.0458568,-25.02048398,0,0
Eif2c3,0,-6.85071017,0,0,0
Eif2c4,0,-6.090901715,-29.49097845,-22.19496178,-22.13312367
Eif2d,11.819827998,0,0,0,0
Eif2s1,10.176625512,0,13.560248468,17.470181618,17.789186789
Eif2s2,-13.19296024,0,12.266571046,16.228948257,10.628708116
Eif2s3x,13.317991008,1.1910367773,0,9.4983851794,12.347265681
Eif3a,0,2.00292577,0,0,0
Eif3c,0,0,0,4.9101933945,0
Eif3d,0,0,0,8.1149813912,0
Eif3e,15.296413908,0,0,0,0
Eif3j,-0.742100373,0,0,0,0
Eif3k,15.40328891,0,0,0,0
Eif4a1,0,14.59407495,12.953846162,17.513038704,13.367044466
Eif4a2,0,0,-7.991018921,-17.79028491,-15.67111187
Eif4b,9.1353233717,0,-9.664020844,0,0
Eif4e,-10.90208186,0,0,8.4304812223,0
Eif4e2,0,4.300570402,17.156594264,15.290055512,25.828010365
